1,49,1,0,0,0,0,0,0,0,0,0,1
1,23,1,0,0,0,0,0,0,0,0,1,1
1,62,0,0,0,0,0,0,0,0,0,0,1
1,53,1,0,1,0,0,0,0,0,0,0,1
1,37,1,0,0,0,0,0,0,0,0,1,1
1,54,0,0,1,0,0,0,0,0,0,0,1
1,49,0,0,0,1,0,0,0,0,0,1,1
1,29,1,0,0,0,1,0,0,0,0,1,1
1,48,0,0,0,1,0,0,0,0,0,1,1
1,230,1,0,0,0,0,0,0,0,0,1,1
1,29,1,2,0,0,1,0,0,0,0,1,1
1,34,1,0,0,0,0,0,0,0,0,0,1
1,230,1,0,0,0,0,0,0,0,0,1,1
1,57,1,0,0,0,0,0,0,0,0,0,0
1,46,0,0,0,0,0,0,0,0,0,1,1
1,26,0,0,0,0,0,0,0,0,0,1,1
1,71,0,0,0,0,0,0,0,0,0,1,1
1,28,0,0,0,0,0,0,0,0,0,0,1
1,35,0,0,0,0,0,0,0,0,0,0,1
1,31,0,0,0,0,0,0,0,0,0,0,1
1,48,1,0,0,0,0,0,0,0,0,0,1
1,83,1,0,0,0,0,0,0,0,0,1,1
1,39,1,5,0,0,0,0,0,0,0,0,1
1,30,1,5,0,0,0,0,0,0,0,0,1
1,33,1,5,0,0,0,0,0,0,0,0,1
1,81,1,4,0,0,3,0,0,0,0,0,0
1,31,1,5,0,0,0,0,0,0,0,0,1
1,82,1,4,0,0,3,0,0,0,0,0,1
1,30,0,0,0,0,0,0,0,0,0,1,0
1,357,1,28,0,0,0,0,0,0,0,0,0
1,34,1,5,0,0,0,0,0,0,0,0,1
1,191,0,0,0,0,0,0,0,0,0,1,1
1,84,1,0,0,0,0,0,0,0,0,1,1
1,218,0,0,0,0,0,0,0,0,0,1,1
1,64,0,0,0,0,0,0,0,0,0,1,1
1,80,0,0,0,0,0,0,0,0,0,1,1
1,32,0,0,0,0,0,0,0,0,0,0,1
1,72,0,0,0,0,0,0,0,0,0,1,0
1,25,1,0,0,0,0,0,0,0,0,1,1
1,26,1,0,0,0,0,0,0,0,0,1,1
1,29,0,0,0,0,0,0,0,0,0,0,1
1,40,1,5,0,0,0,0,0,0,0,0,1
1,150,0,0,0,1,1,0,0,0,0,1,1
1,167,1,0,0,1,4,0,0,0,0,0,0
1,49,1,0,0,0,0,0,0,0,0,0,1
1,54,0,0,0,0,1,0,0,0,0,0,1
1,41,0,0,0,0,0,0,0,0,0,1,1
1,72,1,0,0,0,0,0,0,0,0,0,1
1,72,1,0,0,0,0,0,0,0,0,0,1
1,86,1,3,0,1,2,0,1,0,0,0,1
1,87,1,3,0,1,2,0,1,0,0,0,1
1,141,0,0,0,1,1,0,0,0,0,1,1
1,47,0,0,0,0,0,0,0,0,0,1,1
1,35,1,0,0,0,0,0,0,0,0,1,1
1,28,0,0,0,0,0,0,0,0,0,0,1
1,27,0,0,0,0,0,0,0,0,0,0,1
1,42,1,0,0,0,0,0,0,0,0,0,1
1,43,1,0,0,0,0,0,0,0,0,0,1
1,43,0,0,0,0,0,0,0,0,0,1,0
1,60,0,0,0,0,1,0,0,0,0,0,1
1,51,1,0,0,0,0,0,0,0,0,0,1
1,86,0,2,0,0,0,0,0,0,0,1,1
1,20,1,5,0,0,0,0,0,0,0,1,1
1,19,1,4,0,0,0,0,0,0,0,1,1
1,24,0,0,0,0,0,0,0,0,0,1,0
1,24,0,7,0,0,0,0,0,0,0,1,1
1,20,1,4,0,0,0,0,0,0,0,1,1
1,67,1,0,0,0,0,0,0,0,0,1,0
1,58,1,0,0,1,1,0,0,0,0,1,0
1,109,1,0,0,0,0,0,0,0,0,1,0
1,49,1,0,0,0,0,0,0,0,0,1,0
1,109,1,0,0,0,0,0,0,0,0,1,0
1,83,0,0,0,0,1,1,0,0,0,1,0
1,43,0,0,0,0,1,0,0,0,0,1,1
1,52,0,0,0,1,0,0,0,0,0,1,0
1,85,1,0,0,0,0,0,0,0,0,0,1
1,43,1,0,0,0,1,0,0,0,0,0,1
1,66,0,0,0,1,1,0,0,0,0,1,1
1,38,0,0,0,0,0,0,0,0,0,1,1
1,47,1,13,0,0,2,0,0,0,0,0,1
1,70,1,0,0,0,0,0,0,0,0,0,0
1,70,0,0,0,0,0,0,0,0,0,1,0
1,27,1,0,0,0,0,0,0,0,0,1,1
1,85,1,1,0,0,0,1,0,0,0,1,0
1,26,1,0,0,0,0,0,0,0,0,1,1
1,32,0,0,0,0,0,0,0,0,0,0,1
1,31,0,0,0,0,0,0,0,0,0,0,1
1,52,1,0,0,0,0,0,0,0,0,0,1
1,34,0,2,0,0,1,0,0,0,0,0,1
1,99,0,0,0,0,0,0,0,0,0,0,1
1,54,0,0,0,0,0,0,0,0,0,1,0
1,33,1,0,0,0,0,0,0,0,0,0,1
1,34,0,0,0,0,0,0,0,0,0,0,1
1,65,1,0,0,0,2,0,0,0,0,0,1
1,38,0,0,0,0,0,0,0,0,0,0,1
1,56,1,11,0,0,3,0,0,0,0,0,1
1,56,1,11,0,0,3,0,0,0,0,0,1
1,56,1,11,0,0,3,0,0,0,0,0,1
1,56,1,11,0,0,3,0,0,0,0,0,1
1,56,1,11,0,0,3,0,0,0,0,0,1
1,51,1,1,0,0,0,1,0,0,0,1,0
1,56,1,11,0,0,3,0,0,0,0,0,1
1,47,1,0,0,0,0,0,0,0,0,1,1
1,51,1,0,0,0,2,0,0,0,0,0,1
1,47,0,0,0,0,0,0,0,0,0,0,1
1,38,0,0,0,0,2,0,0,0,0,1,1
1,32,0,0,0,0,0,1,0,0,0,0,1
1,38,0,0,0,0,0,0,0,0,0,1,1
1,31,0,0,0,0,0,1,0,0,0,0,1
1,30,0,0,0,0,0,1,0,0,0,0,1
1,49,0,0,0,0,0,0,0,0,0,1,1
1,31,0,0,0,0,0,1,0,0,0,0,1
1,51,0,0,0,0,0,0,0,0,0,1,1
1,41,1,0,0,0,0,0,0,0,0,0,1
1,45,0,3,0,0,0,0,1,0,0,0,1
1,27,0,0,0,0,2,0,0,0,0,0,1
1,30,1,1,0,0,2,0,0,0,0,0,1
1,63,0,3,0,0,0,0,1,0,0,0,1
1,42,1,4,0,0,0,0,0,0,0,0,1
1,40,0,0,0,0,0,1,0,0,0,0,1
1,53,1,0,0,0,1,0,0,0,0,1,1
1,91,1,27,0,0,0,0,0,0,0,0,0
1,48,0,2,0,0,1,0,0,0,0,0,1
1,43,0,3,0,0,0,0,1,0,0,0,1
1,245,1,0,0,0,0,0,0,0,0,0,1
1,123,1,12,0,0,0,0,0,0,1,0,1
1,87,1,12,0,0,0,0,0,0,1,0,1
1,65,1,0,0,0,0,0,0,0,0,1,0
1,25,1,0,0,0,0,0,0,0,0,0,1
1,76,1,0,0,0,0,0,0,0,0,0,0
1,43,0,0,0,0,1,0,0,0,0,0,1
1,76,1,0,0,0,0,0,0,0,0,0,0
1,78,0,0,0,0,0,0,0,0,0,1,0
1,32,1,0,0,0,0,0,0,0,0,1,1
1,38,0,0,0,0,0,0,0,0,0,0,1
1,89,1,13,0,0,2,0,0,0,0,0,1
1,89,0,13,0,0,2,0,0,0,0,0,1
1,840,0,8,0,0,0,0,0,0,0,0,0
1,892,0,8,0,0,0,0,0,0,0,0,0
1,896,0,8,0,0,0,0,0,0,0,0,0
1,864,0,8,0,0,0,0,0,0,0,0,0
1,912,0,8,0,0,0,0,0,0,0,0,0
1,856,0,8,0,0,0,0,0,0,0,0,0
1,886,0,8,0,0,0,0,0,0,0,0,0
1,876,0,8,0,0,0,0,0,0,0,0,0
1,892,0,8,0,0,0,0,0,0,0,0,0
1,876,0,8,0,0,0,0,0,0,0,0,0
1,874,0,8,0,0,0,0,0,0,0,0,0
1,850,0,8,0,0,0,0,0,0,0,0,0
1,864,0,8,0,0,0,0,0,0,0,0,0
1,880,0,8,0,0,0,0,0,0,0,0,0
1,852,0,8,0,0,0,0,0,0,0,0,0
1,864,0,8,0,0,0,0,0,0,0,0,0
1,846,0,8,0,0,0,0,0,0,0,0,0
1,898,0,8,0,0,0,0,0,0,0,0,0
1,880,0,8,0,0,0,0,0,0,0,0,0
1,854,0,8,0,0,0,0,0,0,0,0,0
1,860,0,8,0,0,0,0,0,0,0,0,0
1,864,0,8,0,0,0,0,0,0,0,0,0
1,896,0,8,0,0,0,0,0,0,0,0,0
1,878,0,8,0,0,0,0,0,0,0,0,0
1,876,0,8,0,0,0,0,0,0,0,0,0
1,872,0,8,0,0,0,0,0,0,0,0,0
1,866,0,8,0,0,0,0,0,0,0,0,0
1,856,0,8,0,0,0,0,0,0,0,0,0
1,882,0,8,0,0,0,0,0,0,0,0,0
1,170,0,0,1,1,5,0,0,1,0,0,1
1,48,0,0,0,0,0,0,0,0,0,0,1
1,26,1,0,0,0,0,0,0,0,0,0,1
1,22,1,2,0,0,0,0,0,0,0,1,1
1,32,0,0,0,0,0,0,0,0,0,1,1
1,21,1,1,0,0,0,0,0,0,0,1,1
1,1043,1,8,0,0,0,0,0,0,0,0,0
1,30,0,1,0,0,0,0,0,0,0,1,1
1,31,0,0,0,0,0,0,0,0,0,0,0
1,32,1,1,0,0,0,0,0,0,0,1,1
1,39,0,0,0,0,0,0,0,0,0,0,0
1,60,1,1,0,0,0,0,0,0,0,1,1
1,119,1,0,0,0,0,0,0,0,0,1,1
1,26,1,2,0,0,0,0,0,0,0,1,0
1,51,0,0,0,0,0,0,0,0,0,0,0
1,30,1,0,0,0,1,0,0,0,0,0,1
1,33,1,0,0,0,0,0,0,0,0,0,1
1,98,0,0,0,0,1,0,0,0,0,0,1
1,26,1,0,0,0,0,0,0,0,0,0,1
1,174,0,0,1,1,5,0,0,1,0,0,1
1,103,0,0,0,1,0,0,0,1,0,1,1
1,192,1,0,0,1,4,0,0,0,0,0,1
1,61,1,0,0,0,0,0,0,0,0,1,0
1,69,0,0,0,1,0,0,0,1,0,1,1
1,136,1,2,0,1,2,0,0,0,0,1,1
1,53,1,3,0,0,1,0,1,0,0,0,1
1,158,0,0,0,0,0,0,0,0,0,1,0
1,154,0,0,0,0,0,0,0,0,0,1,0
1,97,1,5,0,0,0,0,1,0,0,0,1
1,96,1,5,0,0,0,0,1,0,0,0,1
1,109,1,3,0,0,1,0,1,0,0,0,1
1,33,1,0,0,0,0,0,0,0,0,1,1
1,88,1,0,0,0,1,0,0,0,0,0,1
1,104,1,3,0,0,1,0,1,0,0,0,1
1,36,1,7,0,0,0,0,0,0,0,0,1
1,113,1,12,0,1,1,0,1,0,0,0,1
1,72,1,0,0,0,0,0,0,0,0,0,1
1,36,1,7,0,0,0,0,0,0,0,0,1
1,77,1,0,0,0,0,0,0,0,0,0,0
1,44,0,0,0,0,1,0,0,0,0,0,1
1,77,1,0,0,0,0,0,0,0,0,0,0
