1,35,0,2,3,0,0,0,1,1
1,51,0,2,5,0,1,0,1,1
1,52,0,2,5,0,1,0,1,1
1,56,1,3,3,0,0,0,1,1
1,36,1,2,3,0,0,0,1,1
1,45,1,2,3,0,0,0,0,1
1,52,0,2,3,0,0,0,0,1
1,41,1,2,3,0,0,0,1,1
1,53,1,3,3,0,1,0,0,1
1,43,0,2,3,0,0,0,0,1
1,46,0,3,3,0,1,0,1,1
1,37,1,2,3,0,0,0,1,1
1,60,0,3,3,0,1,0,0,1
1,49,0,2,3,0,0,0,0,1
1,40,0,2,3,0,0,0,1,1
1,40,0,2,3,0,0,0,1,1
1,50,0,3,3,0,1,0,0,1
1,37,1,2,3,0,0,0,1,1
1,63,4,3,7,0,1,0,0,1
1,44,1,2,7,0,0,0,0,1
1,56,1,3,7,0,0,0,0,1
1,59,1,3,3,1,0,0,1,0
1,61,1,3,3,0,1,0,0,1
1,32,0,2,4,0,0,0,1,1
1,46,0,2,5,0,0,0,0,1
1,45,0,3,3,0,1,0,1,1
1,36,0,1,6,1,0,0,1,1
1,65,1,4,14,0,1,1,1,1
1,65,1,4,14,0,1,1,1,1
1,65,1,4,14,0,1,1,1,1
1,26,0,2,0,0,0,0,1,1
1,26,0,2,0,0,0,0,1,1
1,26,0,2,0,0,0,0,1,1
1,22,0,1,4,1,0,0,1,1
1,41,0,1,4,0,0,0,1,1
1,34,0,1,0,0,0,0,1,1
1,48,1,2,0,1,0,0,0,1
1,162,0,2,0,0,1,0,0,1
1,64,0,2,2,1,0,0,1,1
1,99,2,2,7,1,1,0,1,1
1,100,0,3,6,1,0,0,1,1
1,53,3,2,0,1,0,0,0,1
1,31,0,1,0,0,0,0,1,1
1,30,0,1,0,0,0,0,1,1
1,167,2,7,101,1,1,0,0,1
1,70,2,4,0,0,0,0,1,1
1,35,0,2,0,0,0,0,1,1
1,34,0,2,0,0,0,0,1,1
1,46,1,1,3,0,0,0,1,1
1,182,2,6,46,0,0,0,1,1
1,77,0,6,0,1,0,0,1,0
1,54,0,3,0,0,0,0,1,1
1,252,0,4,34,1,1,0,1,1
1,45,0,4,2,1,0,0,1,1
1,246,0,4,36,1,1,0,1,1
1,55,0,2,1,1,0,0,1,1
1,56,0,2,0,1,0,0,1,1
1,58,1,2,1,0,0,0,1,1
1,69,0,7,0,1,0,0,1,1
1,58,1,2,1,0,0,0,1,1
1,67,1,2,1,0,0,0,1,1
1,103,0,4,6,1,0,0,1,0
1,38,0,2,0,0,0,0,1,1
1,37,0,2,0,0,0,0,1,1
1,33,0,1,0,1,0,0,1,1
1,32,0,1,0,1,0,0,1,1
1,39,0,1,0,0,0,0,1,1
1,86,1,2,8,0,0,0,1,1
1,38,0,1,0,0,0,0,1,1
1,61,1,3,0,1,0,0,1,1
1,65,1,3,0,1,0,0,1,1
1,36,0,2,0,0,1,0,1,1
1,48,0,3,0,1,1,0,1,1
1,231,0,3,68,1,1,0,1,1
1,253,0,3,107,1,1,0,1,1
1,56,0,2,0,1,0,0,1,1
1,223,0,3,72,1,1,0,1,1
1,128,1,3,0,1,1,0,1,1
1,78,0,2,19,1,0,0,1,1
1,245,0,3,95,1,1,0,1,1
1,150,1,3,19,1,1,0,1,1
1,137,2,3,6,1,0,0,0,1
1,60,0,1,1,0,0,0,1,0
1,98,1,1,20,1,1,0,1,1
1,97,1,1,20,1,1,0,1,1
1,59,0,2,0,0,0,0,1,1
1,56,3,4,10,0,0,0,1,1
1,78,1,3,16,1,0,0,0,1
1,22,0,1,5,1,0,0,1,1
1,56,3,4,10,0,0,0,1,1
1,30,0,1,0,1,0,0,1,1
1,76,0,5,0,1,0,0,1,1
1,35,0,2,2,1,1,0,1,1
1,40,1,1,2,1,0,0,1,1
1,144,1,2,10,1,1,0,1,1
1,66,2,2,0,0,0,0,1,1
1,43,0,2,5,1,0,0,1,1
1,35,1,1,0,1,0,0,1,1
1,47,1,2,0,1,1,0,1,1
1,58,3,2,13,1,0,0,1,0
1,53,1,3,2,0,1,0,1,1
1,43,0,2,0,0,0,0,1,1
1,54,0,5,10,0,0,0,1,1
1,91,0,3,1,0,1,0,1,1
1,49,1,2,0,0,0,0,1,1
1,56,0,2,5,1,1,0,1,1
1,28,0,2,0,0,1,0,1,1
1,72,1,3,2,1,0,0,1,1
1,71,1,3,2,1,0,0,1,1
1,41,0,1,1,0,0,0,1,1
