0,22,0,2,0,0,0
0,23,0,2,0,0,0
0,24,0,2,0,0,0
0,21,0,2,0,0,3
0,25,0,2,0,0,0
0,22,0,2,0,0,0
0,21,0,2,0,0,0
0,24,0,3,0,0,0
0,18,0,2,0,0,0
0,22,0,2,0,0,0
0,22,0,2,0,0,0
0,23,0,2,0,0,0
0,21,0,2,0,0,0
0,24,0,3,0,0,0
0,18,0,2,0,0,0
0,20,0,2,0,0,0
0,25,0,2,0,0,0
0,20,0,2,0,0,0
0,23,0,3,0,0,0
0,18,0,2,0,0,0
0,21,0,2,0,0,0
0,18,0,2,3,0,0
0,21,0,2,0,0,0
0,24,0,3,0,0,0
0,25,0,3,0,0,0
0,21,0,2,0,0,0
0,21,0,2,0,0,0
0,23,0,2,0,0,0
0,21,0,2,0,0,0
0,26,0,3,0,0,0
0,24,0,2,0,0,0
0,21,0,2,0,0,0
0,21,0,2,0,0,0
0,16,0,2,0,0,0
0,25,0,3,0,0,0
0,23,0,2,0,0,4
0,21,0,2,0,0,0
0,22,0,2,0,0,0
0,23,0,2,0,0,3
0,23,0,3,0,0,0
0,21,0,2,0,0,0
0,20,0,2,0,0,0
0,25,0,3,0,0,0
0,25,0,2,0,0,0
0,20,0,2,0,0,0
0,21,0,2,0,0,0
0,17,0,2,0,0,0
0,25,0,2,0,0,4
0,20,0,2,0,0,0
0,26,0,2,0,0,0
0,21,0,2,0,0,0
0,22,0,2,3,0,4
0,19,0,2,0,0,0
0,22,0,2,0,0,0
0,20,0,2,0,0,1
0,22,0,2,0,0,0
0,19,0,2,0,0,0
0,25,0,2,0,0,0
0,25,0,3,0,0,0
0,25,0,3,0,0,0
0,31,0,2,0,0,6
0,24,0,2,0,0,0
0,22,0,2,0,0,0
0,25,0,3,0,0,0
0,21,0,2,0,0,0
0,26,0,2,0,0,6
0,24,0,3,0,0,0
0,24,0,2,0,0,0
0,21,0,2,0,0,0
0,23,0,2,0,0,3
0,22,0,2,0,0,3
0,22,0,2,0,0,0
0,24,0,2,0,0,4
0,29,0,2,0,0,0
0,24,0,3,0,0,0
0,28,0,3,0,0,0
0,25,0,2,0,0,0
0,21,0,2,0,0,2
0,29,0,2,0,0,6
0,18,0,2,0,0,0
0,21,0,2,0,0,0
0,20,0,2,0,0,2
0,25,0,3,0,0,0
0,18,0,2,0,0,0
0,22,0,2,0,0,3
0,21,0,2,0,0,0
0,21,0,2,0,0,0
0,24,0,3,0,0,0
0,24,0,2,0,0,4
0,20,0,2,0,0,2
0,23,0,2,0,0,0
0,33,0,2,0,0,0
0,25,0,3,0,0,0
0,24,0,2,0,0,5
0,21,0,2,0,0,2
0,21,0,2,0,0,0
0,22,0,2,0,0,3
0,24,0,3,0,0,0
0,25,0,3,0,0,0
0,26,0,2,0,0,5
0,25,0,3,0,0,0
